index,time_window,label,matched_eqs,total_eq,first_eq_time,fname,delta_t_hours
651,2009-03-03 07:28:52.127,1,"[{'lat': 38.072, 'long': 71.588, 'Time': Timestamp('2009-03-03 14:22:10'), 'mag': 5.1}, {'lat': 38.072, 'long': 71.588, 'Time': Timestamp('2009-03-03 14:22:10'), 'mag': 5.1}, {'lat': 38.072, 'long': 71.588, 'Time': Timestamp('2009-03-03 14:22:10'), 'mag': 5.1}]",3,2009-03-03 14:22:10,RDM_df_train_30D-20_22SW-tw48_w15.csv,6.8882980555555555
636,2009-03-13 14:12:15.122,1,"[{'lat': -14.452, 'long': -70.365, 'Time': Timestamp('2009-03-15 08:19:05'), 'mag': 5.7}, {'lat': -14.452, 'long': -70.365, 'Time': Timestamp('2009-03-15 08:19:05'), 'mag': 5.7}, {'lat': -14.452, 'long': -70.365, 'Time': Timestamp('2009-03-15 08:19:05'), 'mag': 5.7}, {'lat': -30.987, 'long': -65.396, 'Time': Timestamp('2009-03-15 13:50:38'), 'mag': 5.2}, {'lat': -30.987, 'long': -65.396, 'Time': Timestamp('2009-03-15 13:50:38'), 'mag': 5.2}, {'lat': -30.987, 'long': -65.396, 'Time': Timestamp('2009-03-15 13:50:38'), 'mag': 5.2}]",6,2009-03-15 08:19:05,RDM_df_train_30D-20_22SW-tw48_w15.csv,42.113855
45,2008-10-30 23:03:24.028,1,"[{'lat': 51.705, 'long': -174.423, 'Time': Timestamp('2008-10-31 14:23:02'), 'mag': 5.1}, {'lat': 51.586, 'long': -174.415, 'Time': Timestamp('2008-10-31 22:10:35'), 'mag': 5.3}, {'lat': 51.388, 'long': -174.324, 'Time': Timestamp('2008-10-31 23:05:15'), 'mag': 5.1}, {'lat': 51.442, 'long': -174.454, 'Time': Timestamp('2008-10-31 23:26:39'), 'mag': 5.2}, {'lat': 51.705, 'long': -174.423, 'Time': Timestamp('2008-10-31 14:23:02'), 'mag': 5.1}, {'lat': 51.586, 'long': -174.415, 'Time': Timestamp('2008-10-31 22:10:35'), 'mag': 5.3}, {'lat': 51.388, 'long': -174.324, 'Time': Timestamp('2008-10-31 23:05:15'), 'mag': 5.1}, {'lat': 51.442, 'long': -174.454, 'Time': Timestamp('2008-10-31 23:26:39'), 'mag': 5.2}]",8,2008-10-31 14:23:02,RDM_df_train_30D-20_22SW-tw48_w15.csv,15.327214444444445
810,2009-04-15 16:40:20.273,1,"[{'lat': -19.584, 'long': -70.483, 'Time': Timestamp('2009-04-17 02:08:08'), 'mag': 6.1}, {'lat': -19.515, 'long': -70.408, 'Time': Timestamp('2009-04-17 02:17:54'), 'mag': 5.0}, {'lat': -19.584, 'long': -70.483, 'Time': Timestamp('2009-04-17 02:08:08'), 'mag': 6.1}, {'lat': -19.515, 'long': -70.408, 'Time': Timestamp('2009-04-17 02:17:54'), 'mag': 5.0}]",4,2009-04-17 02:08:08,RDM_df_train_30D-20_22SW-tw48_w15.csv,33.4632575
914,2009-04-17 13:36:23.238,1,"[{'lat': 53.464, 'long': -35.327, 'Time': Timestamp('2009-04-19 08:19:20'), 'mag': 5.0}, {'lat': 53.512, 'long': -35.224, 'Time': Timestamp('2009-04-19 08:20:08'), 'mag': 5.0}, {'lat': 53.464, 'long': -35.327, 'Time': Timestamp('2009-04-19 08:19:20'), 'mag': 5.0}, {'lat': 53.512, 'long': -35.224, 'Time': Timestamp('2009-04-19 08:20:08'), 'mag': 5.0}]",4,2009-04-19 08:19:20,RDM_df_train_30D-20_22SW-tw48_w15.csv,42.71576722222222
883,2009-04-16 16:08:53.744,1,"[{'lat': -19.584, 'long': -70.483, 'Time': Timestamp('2009-04-17 02:08:08'), 'mag': 6.1}, {'lat': -19.515, 'long': -70.408, 'Time': Timestamp('2009-04-17 02:17:54'), 'mag': 5.0}, {'lat': -23.286, 'long': -68.296, 'Time': Timestamp('2009-04-18 15:29:19'), 'mag': 5.1}, {'lat': -19.584, 'long': -70.483, 'Time': Timestamp('2009-04-17 02:08:08'), 'mag': 6.1}, {'lat': -19.515, 'long': -70.408, 'Time': Timestamp('2009-04-17 02:17:54'), 'mag': 5.0}, {'lat': -23.286, 'long': -68.296, 'Time': Timestamp('2009-04-18 15:29:19'), 'mag': 5.1}, {'lat': -23.286, 'long': -68.296, 'Time': Timestamp('2009-04-18 15:29:19'), 'mag': 5.1}, {'lat': 13.238, 'long': -92.633, 'Time': Timestamp('2009-04-18 07:06:29'), 'mag': 5.0}, {'lat': 13.238, 'long': -92.633, 'Time': Timestamp('2009-04-18 07:06:29'), 'mag': 5.0}, {'lat': 13.238, 'long': -92.633, 'Time': Timestamp('2009-04-18 07:06:29'), 'mag': 5.0}]",10,2009-04-17 02:08:08,RDM_df_train_30D-20_22SW-tw48_w15.csv,9.987293333333334
812,2009-04-02 23:08:23.950,1,"[{'lat': -22.515, 'long': -174.656, 'Time': Timestamp('2009-04-04 11:07:12'), 'mag': 5.5}, {'lat': -22.539, 'long': -174.755, 'Time': Timestamp('2009-04-04 11:59:37'), 'mag': 5.0}, {'lat': -31.403, 'long': -178.564, 'Time': Timestamp('2009-04-03 14:37:53'), 'mag': 5.0}, {'lat': -22.515, 'long': -174.656, 'Time': Timestamp('2009-04-04 11:07:12'), 'mag': 5.5}, {'lat': -22.539, 'long': -174.755, 'Time': Timestamp('2009-04-04 11:59:37'), 'mag': 5.0}, {'lat': -31.403, 'long': -178.564, 'Time': Timestamp('2009-04-03 14:37:53'), 'mag': 5.0}, {'lat': -22.515, 'long': -174.656, 'Time': Timestamp('2009-04-04 11:07:12'), 'mag': 5.5}, {'lat': -22.539, 'long': -174.755, 'Time': Timestamp('2009-04-04 11:59:37'), 'mag': 5.0}, {'lat': -31.403, 'long': -178.564, 'Time': Timestamp('2009-04-03 14:37:53'), 'mag': 5.0}, {'lat': -62.599, 'long': 155.117, 'Time': Timestamp('2009-04-04 07:19:41'), 'mag': 5.9}]",10,2009-04-04 11:07:12,RDM_df_train_30D-20_22SW-tw48_w15.csv,35.98001388888889
1560,2009-08-23 21:38:52.857,1,"[{'lat': -15.137, 'long': -172.215, 'Time': Timestamp('2009-08-25 11:32:18'), 'mag': 5.1}, {'lat': -15.137, 'long': -172.215, 'Time': Timestamp('2009-08-25 11:32:18'), 'mag': 5.1}, {'lat': -15.137, 'long': -172.215, 'Time': Timestamp('2009-08-25 11:32:18'), 'mag': 5.1}, {'lat': -46.209, 'long': 166.138, 'Time': Timestamp('2009-08-25 04:57:24'), 'mag': 5.2}, {'lat': -46.209, 'long': 166.138, 'Time': Timestamp('2009-08-25 04:57:24'), 'mag': 5.2}]",5,2009-08-25 11:32:18,RDM_df_train_30D-20_22SW-tw48_w15.csv,37.8903175
1640,2009-09-04 17:47:48.851,1,"[{'lat': 8.61, 'long': -82.932, 'Time': Timestamp('2009-09-06 05:02:44'), 'mag': 5.1}, {'lat': 8.61, 'long': -82.932, 'Time': Timestamp('2009-09-06 05:02:44'), 'mag': 5.1}, {'lat': 8.61, 'long': -82.932, 'Time': Timestamp('2009-09-06 05:02:44'), 'mag': 5.1}]",3,2009-09-06 05:02:44,RDM_df_train_30D-20_22SW-tw48_w15.csv,35.2486525
1101,2009-06-07 01:09:47.521,1,"[{'lat': -18.16, 'long': 168.036, 'Time': Timestamp('2009-06-07 15:05:22'), 'mag': 5.1}]",1,2009-06-07 15:05:22,RDM_df_train_30D-20_22SW-tw48_w15.csv,13.926244166666667
