index,time_window,label,matched_eqs,total_eq,first_eq_time,fname,delta_t_hours
686,2006-09-10 13:55:22.335,1,"[{'lat': 46.349, 'long': -27.531, 'Time': Timestamp('2006-09-11 12:47:17'), 'mag': 5.0}]",1,2006-09-11 12:47:17,RDM_df_train_30D-20SW_full-tw48_w5.csv,22.86518472222222
786,2006-09-13 17:06:19.745,1,"[{'lat': -50.25, 'long': -115.75, 'Time': Timestamp('2006-09-15 06:37:04'), 'mag': 5.2}]",1,2006-09-15 06:37:04,RDM_df_train_30D-20SW_full-tw48_w5.csv,37.51229305555556
219,2006-05-26 01:54:20.676,1,"[{'lat': 0.111, 'long': 122.477, 'Time': Timestamp('2006-05-26 04:34:48'), 'mag': 5.3}, {'lat': 30.398, 'long': 138.35, 'Time': Timestamp('2006-05-26 10:25:59'), 'mag': 5.2}, {'lat': -4.249, 'long': 151.853, 'Time': Timestamp('2006-05-27 07:05:25'), 'mag': 5.2}, {'lat': 51.053, 'long': 179.051, 'Time': Timestamp('2006-05-27 22:19:03'), 'mag': 5.0}]",4,2006-05-26 04:34:48,RDM_df_train_30D-20SW_full-tw48_w5.csv,2.674256666666667
20,2006-04-12 13:43:22.335,1,"[{'lat': -56.145, 'long': -27.235, 'Time': Timestamp('2006-04-14 09:51:23'), 'mag': 5.0}]",1,2006-04-14 09:51:23,RDM_df_train_30D-20SW_full-tw48_w5.csv,44.133518055555555
342,2006-07-11 00:59:21.078,1,"[{'lat': -4.744, 'long': 151.798, 'Time': Timestamp('2006-07-11 01:10:30'), 'mag': 5.2}, {'lat': 51.195, 'long': -179.123, 'Time': Timestamp('2006-07-11 04:04:22'), 'mag': 5.0}, {'lat': -5.483, 'long': 150.828, 'Time': Timestamp('2006-07-11 22:22:00'), 'mag': 5.1}, {'lat': -5.386, 'long': 150.781, 'Time': Timestamp('2006-07-12 07:02:55'), 'mag': 5.0}, {'lat': -8.548, 'long': 67.814, 'Time': Timestamp('2006-07-12 14:44:45'), 'mag': 5.7}, {'lat': -5.993, 'long': 148.52, 'Time': Timestamp('2006-07-12 19:08:12'), 'mag': 5.7}, {'lat': -17.64, 'long': 65.769, 'Time': Timestamp('2006-07-12 23:06:20'), 'mag': 5.5}]",7,2006-07-11 01:10:30,RDM_df_train_30D-20SW_full-tw48_w5.csv,0.18581166666666668
1021,2006-11-08 19:32:18.501,1,"[{'lat': -55.081, 'long': -129.045, 'Time': Timestamp('2006-11-10 01:32:54'), 'mag': 5.1}]",1,2006-11-10 01:32:54,RDM_df_train_30D-20SW_full-tw48_w5.csv,30.00986083333333
114,2006-05-16 00:59:20.956,1,"[{'lat': -0.119, 'long': 125.113, 'Time': Timestamp('2006-05-16 14:16:20'), 'mag': 5.4}, {'lat': 0.093, 'long': 97.05, 'Time': Timestamp('2006-05-16 15:28:25'), 'mag': 6.8}, {'lat': -0.024, 'long': 97.123, 'Time': Timestamp('2006-05-16 16:10:28'), 'mag': 5.1}, {'lat': 0.116, 'long': 97.158, 'Time': Timestamp('2006-05-16 16:19:42'), 'mag': 5.3}, {'lat': 2.737, 'long': 126.408, 'Time': Timestamp('2006-05-16 22:47:05'), 'mag': 5.0}, {'lat': -3.743, 'long': 144.305, 'Time': Timestamp('2006-05-17 01:21:26'), 'mag': 5.1}, {'lat': -4.457, 'long': 102.736, 'Time': Timestamp('2006-05-17 03:48:19'), 'mag': 5.0}]",7,2006-05-16 14:16:20,RDM_df_train_30D-20SW_full-tw48_w5.csv,13.283067777777779
1035,2006-12-06 14:32:46.813,1,"[{'lat': 47.112, 'long': -27.301, 'Time': Timestamp('2006-12-07 05:20:54'), 'mag': 5.0}]",1,2006-12-07 05:20:54,RDM_df_train_30D-20SW_full-tw48_w5.csv,14.801996388888888
728,2006-09-27 21:14:48.064,1,"[{'lat': -16.592, 'long': -172.033, 'Time': Timestamp('2006-09-28 06:22:09'), 'mag': 6.9}, {'lat': -29.962, 'long': -177.721, 'Time': Timestamp('2006-09-28 08:07:31'), 'mag': 5.3}]",2,2006-09-28 06:22:09,RDM_df_train_30D-20SW_full-tw48_w5.csv,9.122482222222223
886,2006-10-21 17:00:23.436,1,"[{'lat': -25.813, 'long': -70.855, 'Time': Timestamp('2006-10-22 23:29:08'), 'mag': 5.4}]",1,2006-10-22 23:29:08,RDM_df_train_30D-20SW_full-tw48_w5.csv,30.479045555555555
1109,2006-12-05 05:17:55.113,1,"[{'lat': 4.86, 'long': 96.228, 'Time': Timestamp('2006-12-06 12:06:39'), 'mag': 5.2}]",1,2006-12-06 12:06:39,RDM_df_train_30D-20SW_full-tw48_w5.csv,30.812190833333332
1501,2007-02-12 00:59:21.932,1,"[{'lat': -5.002, 'long': 144.98, 'Time': Timestamp('2007-02-12 02:08:56'), 'mag': 5.9}, {'lat': 1.51, 'long': 97.114, 'Time': Timestamp('2007-02-12 04:44:09'), 'mag': 5.0}, {'lat': 35.804, 'long': -10.312, 'Time': Timestamp('2007-02-12 10:35:22'), 'mag': 6.0}, {'lat': 5.561, 'long': 126.073, 'Time': Timestamp('2007-02-12 12:45:31'), 'mag': 6.1}, {'lat': -6.655, 'long': 154.655, 'Time': Timestamp('2007-02-13 10:56:58'), 'mag': 5.4}, {'lat': -0.438, 'long': 124.189, 'Time': Timestamp('2007-02-13 19:22:14'), 'mag': 5.5}, {'lat': -5.672, 'long': 127.314, 'Time': Timestamp('2007-02-13 20:03:06'), 'mag': 5.3}]",7,2007-02-12 02:08:56,RDM_df_train_30D-20SW_full-tw48_w5.csv,1.1594633333333333
154,2006-05-11 00:10:52.262,1,"[{'lat': 42.97, 'long': 145.736, 'Time': Timestamp('2006-05-11 16:09:45'), 'mag': 5.0}, {'lat': 23.309, 'long': 94.307, 'Time': Timestamp('2006-05-11 17:22:51'), 'mag': 5.6}, {'lat': -20.358, 'long': 168.746, 'Time': Timestamp('2006-05-11 17:56:16'), 'mag': 5.1}, {'lat': -6.529, 'long': 154.608, 'Time': Timestamp('2006-05-12 00:51:47'), 'mag': 5.0}, {'lat': -5.575, 'long': 105.395, 'Time': Timestamp('2006-05-12 08:16:56'), 'mag': 5.5}]",5,2006-05-11 16:09:45,RDM_df_train_30D-20SW_full-tw48_w5.csv,15.981316111111111
