index,time_window,label,matched_eqs,total_eq,first_eq_time,fname,delta_t_hours
1767,2007-06-30 01:11:52.327,1,"[{'lat': -5.016, 'long': 153.17, 'Time': Timestamp('2007-06-30 08:40:02'), 'mag': 5.2}, {'lat': -5.016, 'long': 153.17, 'Time': Timestamp('2007-06-30 08:40:02'), 'mag': 5.2}, {'lat': 43.663, 'long': 144.734, 'Time': Timestamp('2007-07-01 04:12:07'), 'mag': 5.8}, {'lat': 43.663, 'long': 144.734, 'Time': Timestamp('2007-07-01 04:12:07'), 'mag': 5.8}, {'lat': 13.609, 'long': 146.09, 'Time': Timestamp('2007-07-01 09:55:33'), 'mag': 5.0}, {'lat': 13.609, 'long': 146.09, 'Time': Timestamp('2007-07-01 09:55:33'), 'mag': 5.0}, {'lat': -5.929, 'long': 130.564, 'Time': Timestamp('2007-07-01 14:34:12'), 'mag': 5.9}, {'lat': -5.929, 'long': 130.564, 'Time': Timestamp('2007-07-01 14:34:12'), 'mag': 5.9}, {'lat': -5.929, 'long': 130.564, 'Time': Timestamp('2007-07-01 14:34:12'), 'mag': 5.9}]",9,2007-06-30 08:40:02,RDM_df_train_30D-20_22SW-tw48_w6.csv,7.469353611111111
1471,2007-05-24 23:16:20.406,1,"[{'lat': -17.887, 'long': -178.731, 'Time': Timestamp('2007-05-25 17:26:11'), 'mag': 5.4}, {'lat': -17.704, 'long': -172.918, 'Time': Timestamp('2007-05-26 02:29:24'), 'mag': 5.4}, {'lat': -17.887, 'long': -178.731, 'Time': Timestamp('2007-05-25 17:26:11'), 'mag': 5.4}, {'lat': -17.704, 'long': -172.918, 'Time': Timestamp('2007-05-26 02:29:24'), 'mag': 5.4}, {'lat': -17.887, 'long': -178.731, 'Time': Timestamp('2007-05-25 17:26:11'), 'mag': 5.4}, {'lat': -17.704, 'long': -172.918, 'Time': Timestamp('2007-05-26 02:29:24'), 'mag': 5.4}]",6,2007-05-25 17:26:11,RDM_df_train_30D-20_22SW-tw48_w6.csv,18.164053888888887
1070,2007-03-04 16:54:22.357,1,"[{'lat': 2.082, 'long': -76.495, 'Time': Timestamp('2007-03-06 13:05:12'), 'mag': 5.2}, {'lat': 2.082, 'long': -76.495, 'Time': Timestamp('2007-03-06 13:05:12'), 'mag': 5.2}, {'lat': 2.082, 'long': -76.495, 'Time': Timestamp('2007-03-06 13:05:12'), 'mag': 5.2}]",3,2007-03-06 13:05:12,RDM_df_train_30D-20_22SW-tw48_w6.csv,44.18045638888889
184,2006-09-07 00:34:48.240,1,"[{'lat': -5.551, 'long': 149.804, 'Time': Timestamp('2006-09-08 10:15:10'), 'mag': 5.2}, {'lat': -5.551, 'long': 149.804, 'Time': Timestamp('2006-09-08 10:15:10'), 'mag': 5.2}, {'lat': -5.551, 'long': 149.804, 'Time': Timestamp('2006-09-08 10:15:10'), 'mag': 5.2}]",3,2006-09-08 10:15:10,RDM_df_train_30D-20_22SW-tw48_w6.csv,33.67271111111111
765,2007-01-07 08:21:54.395,1,"[{'lat': 39.803, 'long': 70.312, 'Time': Timestamp('2007-01-08 17:21:49'), 'mag': 6.0}, {'lat': 39.803, 'long': 70.312, 'Time': Timestamp('2007-01-08 17:21:49'), 'mag': 6.0}, {'lat': -17.665, 'long': 65.734, 'Time': Timestamp('2007-01-07 10:14:37'), 'mag': 5.1}]",3,2007-01-08 17:21:49,RDM_df_train_30D-20_22SW-tw48_w6.csv,32.99850138888889
481,2006-11-01 17:12:20.645,1,"[{'lat': 15.88, 'long': -94.144, 'Time': Timestamp('2006-11-02 23:54:45'), 'mag': 5.0}, {'lat': 15.88, 'long': -94.144, 'Time': Timestamp('2006-11-02 23:54:45'), 'mag': 5.0}, {'lat': 15.88, 'long': -94.144, 'Time': Timestamp('2006-11-02 23:54:45'), 'mag': 5.0}]",3,2006-11-02 23:54:45,RDM_df_train_30D-20_22SW-tw48_w6.csv,30.706765277777777
1329,2007-04-14 18:13:23.792,1,"[{'lat': -36.75, 'long': -97.75, 'Time': Timestamp('2007-04-15 17:05:28'), 'mag': 5.1}, {'lat': -36.75, 'long': -97.75, 'Time': Timestamp('2007-04-15 17:05:28'), 'mag': 5.1}, {'lat': -36.75, 'long': -97.75, 'Time': Timestamp('2007-04-15 17:05:28'), 'mag': 5.1}]",3,2007-04-15 17:05:28,RDM_df_train_30D-20_22SW-tw48_w6.csv,22.867835555555555
388,2006-09-24 23:46:23.061,1,"[{'lat': -6.148, 'long': 154.361, 'Time': Timestamp('2006-09-25 07:46:30'), 'mag': 5.4}, {'lat': -6.148, 'long': 154.361, 'Time': Timestamp('2006-09-25 07:46:30'), 'mag': 5.4}, {'lat': -6.148, 'long': 154.361, 'Time': Timestamp('2006-09-25 07:46:30'), 'mag': 5.4}]",3,2006-09-25 07:46:30,RDM_df_train_30D-20_22SW-tw48_w6.csv,8.001927499999999
486,2006-11-05 14:07:52.480,1,"[{'lat': 2.038, 'long': -32.373, 'Time': Timestamp('2006-11-07 06:06:54'), 'mag': 5.0}, {'lat': 2.038, 'long': -32.373, 'Time': Timestamp('2006-11-07 06:06:54'), 'mag': 5.0}, {'lat': -21.729, 'long': -68.204, 'Time': Timestamp('2006-11-07 13:25:36'), 'mag': 5.8}, {'lat': -26.64, 'long': -70.492, 'Time': Timestamp('2006-11-06 14:51:38'), 'mag': 5.2}, {'lat': -21.729, 'long': -68.204, 'Time': Timestamp('2006-11-07 13:25:36'), 'mag': 5.8}, {'lat': -26.64, 'long': -70.492, 'Time': Timestamp('2006-11-06 14:51:38'), 'mag': 5.2}]",6,2006-11-07 06:06:54,RDM_df_train_30D-20_22SW-tw48_w6.csv,39.983755555555554
55,2006-08-10 01:29:23.360,1,"[{'lat': -6.073, 'long': 154.471, 'Time': Timestamp('2006-08-10 20:45:23'), 'mag': 5.0}, {'lat': -6.073, 'long': 154.471, 'Time': Timestamp('2006-08-10 20:45:23'), 'mag': 5.0}, {'lat': -11.5, 'long': 166.251, 'Time': Timestamp('2006-08-11 06:31:00'), 'mag': 5.1}, {'lat': -6.073, 'long': 154.471, 'Time': Timestamp('2006-08-10 20:45:23'), 'mag': 5.0}, {'lat': -11.5, 'long': 166.251, 'Time': Timestamp('2006-08-11 06:31:00'), 'mag': 5.1}]",5,2006-08-10 20:45:23,RDM_df_train_30D-20_22SW-tw48_w6.csv,19.266566666666666
