index,time_window,label,matched_eqs,total_eq,first_eq_time,fname,delta_t_hours
1337,2008-04-01 02:05:21.242,1,"[{'lat': -6.928, 'long': 155.757, 'Time': Timestamp('2008-04-02 00:25:54'), 'mag': 5.2}, {'lat': -6.928, 'long': 155.757, 'Time': Timestamp('2008-04-02 00:25:54'), 'mag': 5.2}, {'lat': -6.928, 'long': 155.757, 'Time': Timestamp('2008-04-02 00:25:54'), 'mag': 5.2}, {'lat': 20.165, 'long': 122.102, 'Time': Timestamp('2008-04-01 12:53:57'), 'mag': 5.1}, {'lat': 20.274, 'long': 122.035, 'Time': Timestamp('2008-04-01 13:09:23'), 'mag': 5.4}, {'lat': 20.165, 'long': 122.102, 'Time': Timestamp('2008-04-01 12:53:57'), 'mag': 5.1}, {'lat': 20.274, 'long': 122.035, 'Time': Timestamp('2008-04-01 13:09:23'), 'mag': 5.4}, {'lat': 13.579, 'long': 125.478, 'Time': Timestamp('2008-04-01 23:09:02'), 'mag': 5.0}, {'lat': 1.55, 'long': 126.308, 'Time': Timestamp('2008-04-01 02:37:11'), 'mag': 5.3}, {'lat': 20.165, 'long': 122.102, 'Time': Timestamp('2008-04-01 12:53:57'), 'mag': 5.1}, {'lat': 20.274, 'long': 122.035, 'Time': Timestamp('2008-04-01 13:09:23'), 'mag': 5.4}, {'lat': 13.579, 'long': 125.478, 'Time': Timestamp('2008-04-01 23:09:02'), 'mag': 5.0}, {'lat': 1.55, 'long': 126.308, 'Time': Timestamp('2008-04-01 02:37:11'), 'mag': 5.3}, {'lat': 13.579, 'long': 125.478, 'Time': Timestamp('2008-04-01 23:09:02'), 'mag': 5.0}, {'lat': 1.55, 'long': 126.308, 'Time': Timestamp('2008-04-01 02:37:11'), 'mag': 5.3}]",15,2008-04-02 00:25:54,RDM_df_train_30D-22SW-tw24_w10.csv,22.342432777777777
1616,2008-06-02 01:54:17.536,1,"[{'lat': 9.053, 'long': 125.617, 'Time': Timestamp('2008-06-02 06:56:25'), 'mag': 5.0}, {'lat': 9.053, 'long': 125.617, 'Time': Timestamp('2008-06-02 06:56:25'), 'mag': 5.0}, {'lat': -0.029, 'long': 123.282, 'Time': Timestamp('2008-06-02 19:47:16'), 'mag': 5.3}, {'lat': 9.053, 'long': 125.617, 'Time': Timestamp('2008-06-02 06:56:25'), 'mag': 5.0}, {'lat': -0.029, 'long': 123.282, 'Time': Timestamp('2008-06-02 19:47:16'), 'mag': 5.3}, {'lat': -0.029, 'long': 123.282, 'Time': Timestamp('2008-06-02 19:47:16'), 'mag': 5.3}]",6,2008-06-02 06:56:25,RDM_df_train_30D-22SW-tw24_w10.csv,5.035406666666667
1671,2008-05-28 00:29:18.677,1,"[{'lat': 13.391, 'long': 144.816, 'Time': Timestamp('2008-05-28 16:14:20'), 'mag': 5.4}, {'lat': 13.391, 'long': 144.816, 'Time': Timestamp('2008-05-28 16:14:20'), 'mag': 5.4}, {'lat': 13.391, 'long': 144.816, 'Time': Timestamp('2008-05-28 16:14:20'), 'mag': 5.4}]",3,2008-05-28 16:14:20,RDM_df_train_30D-22SW-tw24_w10.csv,15.7503675
1716,2008-05-29 11:07:50.593,1,"[{'lat': -54.744, 'long': 0.987, 'Time': Timestamp('2008-05-30 10:44:11'), 'mag': 5.7}]",1,2008-05-30 10:44:11,RDM_df_train_30D-22SW-tw24_w10.csv,23.605668611111113
1433,2008-04-19 08:02:55.189,1,"[{'lat': -3.668, 'long': 26.073, 'Time': Timestamp('2008-04-20 07:30:44'), 'mag': 5.2}, {'lat': -3.668, 'long': 26.073, 'Time': Timestamp('2008-04-20 07:30:44'), 'mag': 5.2}, {'lat': -3.668, 'long': 26.073, 'Time': Timestamp('2008-04-20 07:30:44'), 'mag': 5.2}]",3,2008-04-20 07:30:44,RDM_df_train_30D-22SW-tw24_w10.csv,23.46355861111111
1496,2008-04-27 13:05:23.650,1,"[{'lat': -35.464, 'long': -16.597, 'Time': Timestamp('2008-04-27 14:35:29'), 'mag': 5.6}, {'lat': -35.464, 'long': -16.597, 'Time': Timestamp('2008-04-27 14:35:29'), 'mag': 5.6}, {'lat': -35.464, 'long': -16.597, 'Time': Timestamp('2008-04-27 14:35:29'), 'mag': 5.6}]",3,2008-04-27 14:35:29,RDM_df_train_30D-22SW-tw24_w10.csv,1.5014861111111113
493,2007-10-12 00:35:47.872,1,"[{'lat': -5.694, 'long': 146.072, 'Time': Timestamp('2007-10-12 11:33:33'), 'mag': 5.0}, {'lat': -5.694, 'long': 146.072, 'Time': Timestamp('2007-10-12 11:33:33'), 'mag': 5.0}, {'lat': -5.694, 'long': 146.072, 'Time': Timestamp('2007-10-12 11:33:33'), 'mag': 5.0}]",3,2007-10-12 11:33:33,RDM_df_train_30D-22SW-tw24_w10.csv,10.962535555555554
113,2007-08-03 18:20:23.663,1,"[{'lat': -4.797, 'long': -105.406, 'Time': Timestamp('2007-08-04 14:24:51'), 'mag': 6.1}, {'lat': -4.797, 'long': -105.406, 'Time': Timestamp('2007-08-04 14:24:51'), 'mag': 6.1}]",2,2007-08-04 14:24:51,RDM_df_train_30D-22SW-tw24_w10.csv,20.07426027777778
472,2007-10-10 22:34:23.413,1,"[{'lat': -21.236, 'long': 170.26, 'Time': Timestamp('2007-10-10 23:11:41'), 'mag': 5.4}, {'lat': -18.495, 'long': 169.0, 'Time': Timestamp('2007-10-11 05:31:55'), 'mag': 5.4}, {'lat': -21.236, 'long': 170.26, 'Time': Timestamp('2007-10-10 23:11:41'), 'mag': 5.4}, {'lat': -18.495, 'long': 169.0, 'Time': Timestamp('2007-10-11 05:31:55'), 'mag': 5.4}, {'lat': -21.236, 'long': 170.26, 'Time': Timestamp('2007-10-10 23:11:41'), 'mag': 5.4}, {'lat': -18.495, 'long': 169.0, 'Time': Timestamp('2007-10-11 05:31:55'), 'mag': 5.4}, {'lat': -36.59, 'long': 177.1, 'Time': Timestamp('2007-10-11 10:19:12'), 'mag': 5.1}, {'lat': -36.59, 'long': 177.1, 'Time': Timestamp('2007-10-11 10:19:12'), 'mag': 5.1}, {'lat': -49.052, 'long': 164.31, 'Time': Timestamp('2007-10-11 16:25:05'), 'mag': 5.6}, {'lat': -49.052, 'long': 164.31, 'Time': Timestamp('2007-10-11 16:25:05'), 'mag': 5.6}, {'lat': -49.052, 'long': 164.31, 'Time': Timestamp('2007-10-11 16:25:05'), 'mag': 5.6}]",11,2007-10-10 23:11:41,RDM_df_train_30D-22SW-tw24_w10.csv,0.6215519444444444
1194,2008-02-29 06:17:56.459,1,"[{'lat': 3.931, 'long': 93.477, 'Time': Timestamp('2008-02-29 08:18:20'), 'mag': 5.6}, {'lat': 3.931, 'long': 93.477, 'Time': Timestamp('2008-02-29 08:18:20'), 'mag': 5.6}, {'lat': 3.931, 'long': 93.477, 'Time': Timestamp('2008-02-29 08:18:20'), 'mag': 5.6}]",3,2008-02-29 08:18:20,RDM_df_train_30D-22SW-tw24_w10.csv,2.0065391666666668
