index,time_window,label,matched_eqs,total_eq,random_offset_days
0,2005-01-31 07:14:56.282,0,[],0,30
1,2005-01-30 15:33:51.988,0,[],0,29
2,2005-01-28 18:51:22.823,1,"[{'lat': -56.809, 'long': -141.032, 'Time': Timestamp('2005-01-29 06:37:46'), 'mag': 5.6}]",1,27
3,2005-01-19 22:07:22.531,1,"[{'lat': -41.223, 'long': 175.21, 'Time': Timestamp('2005-01-20 18:56:30'), 'mag': 5.3}, {'lat': -22.142, 'long': -68.731, 'Time': Timestamp('2005-01-20 22:18:38'), 'mag': 5.1}, {'lat': -1.188, 'long': -80.841, 'Time': Timestamp('2005-01-21 04:30:29'), 'mag': 5.4}, {'lat': -1.134, 'long': -80.829, 'Time': Timestamp('2005-01-21 13:45:14'), 'mag': 6.0}, {'lat': -1.178, 'long': -80.869, 'Time': Timestamp('2005-01-21 16:47:00'), 'mag': 5.0}]",5,18
4,2005-01-09 01:23:19.939,1,"[{'lat': 7.59, 'long': 92.4, 'Time': Timestamp('2005-01-09 01:59:13'), 'mag': 5.3}, {'lat': 3.318, 'long': 94.276, 'Time': Timestamp('2005-01-09 17:16:45'), 'mag': 5.3}, {'lat': 4.926, 'long': 95.108, 'Time': Timestamp('2005-01-09 22:12:56'), 'mag': 6.1}, {'lat': -24.842, 'long': 69.922, 'Time': Timestamp('2005-01-09 23:18:01'), 'mag': 5.1}, {'lat': 10.528, 'long': 92.282, 'Time': Timestamp('2005-01-09 23:20:37'), 'mag': 5.5}, {'lat': -6.176, 'long': 154.546, 'Time': Timestamp('2005-01-10 16:58:23'), 'mag': 5.1}, {'lat': 37.103, 'long': 54.574, 'Time': Timestamp('2005-01-10 18:47:30'), 'mag': 5.4}, {'lat': 37.017, 'long': 27.804, 'Time': Timestamp('2005-01-10 23:48:50'), 'mag': 5.5}, {'lat': 37.018, 'long': 27.919, 'Time': Timestamp('2005-01-10 23:50:25'), 'mag': 5.0}]",9,7
5,2005-01-26 12:42:22.825,0,[],0,20
6,2005-01-11 16:02:09.788,1,"[{'lat': -23.889, 'long': -67.058, 'Time': Timestamp('2005-01-11 17:28:49'), 'mag': 5.0}, {'lat': 11.519, 'long': -86.372, 'Time': Timestamp('2005-01-11 19:19:48'), 'mag': 5.1}, {'lat': 12.688, 'long': -88.221, 'Time': Timestamp('2005-01-13 09:56:20'), 'mag': 5.3}]",3,5
7,2005-02-03 19:18:48.814,0,[],0,28
8,2005-01-11 22:34:49.739,1,"[{'lat': -0.878, 'long': -21.194, 'Time': Timestamp('2005-01-12 08:40:03'), 'mag': 6.8}, {'lat': -60.384, 'long': -27.682, 'Time': Timestamp('2005-01-12 14:46:41'), 'mag': 5.2}, {'lat': -35.397, 'long': 179.98, 'Time': Timestamp('2005-01-13 04:50:35'), 'mag': 5.0}, {'lat': 12.688, 'long': -88.221, 'Time': Timestamp('2005-01-13 09:56:20'), 'mag': 5.3}]",4,5
9,2005-01-19 01:50:51.131,1,"[{'lat': 34.064, 'long': 141.491, 'Time': Timestamp('2005-01-19 06:11:36'), 'mag': 6.6}, {'lat': 34.174, 'long': 141.542, 'Time': Timestamp('2005-01-19 06:17:07'), 'mag': 5.3}, {'lat': 33.826, 'long': 141.531, 'Time': Timestamp('2005-01-19 13:51:53'), 'mag': 5.0}, {'lat': 49.825, 'long': 156.176, 'Time': Timestamp('2005-01-20 02:59:10'), 'mag': 5.4}, {'lat': 33.859, 'long': 141.509, 'Time': Timestamp('2005-01-20 14:16:26'), 'mag': 5.4}, {'lat': -11.102, 'long': 161.531, 'Time': Timestamp('2005-01-20 16:23:05'), 'mag': 5.0}, {'lat': 3.739, 'long': 126.814, 'Time': Timestamp('2005-01-20 16:47:01'), 'mag': 5.2}]",7,12
