index,time_window,label,matched_eqs,total_eq,random_offset_days
0,2005-04-28 04:54:54.508,0,[],0,27
1,2005-04-22 08:12:52.017,0,[],0,21
2,2005-04-16 11:31:16.665,0,[],0,15
3,2005-04-20 14:51:52.467,0,[],0,19
4,2005-04-20 18:09:52.443,0,[],0,19
5,2005-04-09 15:23:21.104,0,[],0,5
6,2005-04-17 18:40:18.400,0,[],0,13
7,2005-04-11 21:55:50.988,0,[],0,7
8,2005-04-15 01:11:17.503,0,[],0,10
9,2005-04-13 06:08:54.894,0,[],0,8
10,2005-04-14 09:25:52.392,0,[],0,9
11,2005-04-29 17:45:21.211,0,[],0,24
12,2005-04-12 21:00:52.147,0,[],0,7
13,2005-04-21 00:16:22.115,1,"[{'lat': -23.088, 'long': 169.227, 'Time': Timestamp('2005-04-21 03:47:26'), 'mag': 5.0}, {'lat': -23.088, 'long': 169.227, 'Time': Timestamp('2005-04-21 03:47:26'), 'mag': 5.0}, {'lat': -23.088, 'long': 169.227, 'Time': Timestamp('2005-04-21 03:47:26'), 'mag': 5.0}]",3,15
14,2005-04-11 06:52:24.399,0,[],0,5
15,2005-04-12 10:09:51.928,0,[],0,6
16,2005-04-27 13:30:52.340,0,[],0,21
17,2005-04-12 16:49:48.488,0,[],0,6
18,2005-04-25 23:21:22.501,0,[],0,19
19,2005-04-18 07:36:00.359,0,[],0,11
20,2005-05-01 10:53:48.237,0,[],0,24
21,2005-04-14 14:14:46.841,0,[],0,7
22,2005-04-14 11:37:52.095,0,[],0,6
23,2005-04-16 14:58:19.460,0,[],0,8
24,2005-05-05 18:15:52.203,1,"[{'lat': 5.71, 'long': -82.845, 'Time': Timestamp('2005-05-05 19:12:21'), 'mag': 6.5}, {'lat': 5.082, 'long': -82.406, 'Time': Timestamp('2005-05-05 23:41:53'), 'mag': 5.9}, {'lat': 5.71, 'long': -82.845, 'Time': Timestamp('2005-05-05 19:12:21'), 'mag': 6.5}, {'lat': 5.082, 'long': -82.406, 'Time': Timestamp('2005-05-05 23:41:53'), 'mag': 5.9}, {'lat': 5.71, 'long': -82.845, 'Time': Timestamp('2005-05-05 19:12:21'), 'mag': 6.5}, {'lat': 5.082, 'long': -82.406, 'Time': Timestamp('2005-05-05 23:41:53'), 'mag': 5.9}]",6,27
25,2005-05-06 21:31:21.342,0,[],0,28
26,2005-04-15 00:46:48.404,0,[],0,6
27,2005-04-19 09:02:52.077,0,[],0,10
28,2005-05-04 12:21:52.500,1,"[{'lat': -57.954, 'long': -25.593, 'Time': Timestamp('2005-05-04 14:49:26'), 'mag': 5.4}]",1,25
29,2005-04-24 15:41:51.082,0,[],0,15
30,2005-05-03 18:58:52.474,0,[],0,24
31,2005-04-23 09:44:48.386,0,[],0,13
32,2005-05-02 13:05:52.905,0,[],0,22
33,2005-05-03 16:25:24.812,1,"[{'lat': -14.922, 'long': -74.623, 'Time': Timestamp('2005-05-03 19:11:39'), 'mag': 5.9}, {'lat': -14.922, 'long': -74.623, 'Time': Timestamp('2005-05-03 19:11:39'), 'mag': 5.9}, {'lat': -14.922, 'long': -74.623, 'Time': Timestamp('2005-05-03 19:11:39'), 'mag': 5.9}]",3,23
34,2005-04-20 22:56:53.066,1,"[{'lat': -23.088, 'long': 169.227, 'Time': Timestamp('2005-04-21 03:47:26'), 'mag': 5.0}, {'lat': -23.088, 'long': 169.227, 'Time': Timestamp('2005-04-21 03:47:26'), 'mag': 5.0}, {'lat': -23.088, 'long': 169.227, 'Time': Timestamp('2005-04-21 03:47:26'), 'mag': 5.0}]",3,10
35,2005-04-27 07:10:57.044,1,"[{'lat': 51.095, 'long': 98.305, 'Time': Timestamp('2005-04-27 07:36:12'), 'mag': 5.3}, {'lat': 51.095, 'long': 98.305, 'Time': Timestamp('2005-04-27 07:36:12'), 'mag': 5.3}]",2,16
36,2005-04-25 10:28:50.569,0,[],0,14
37,2005-04-26 13:49:49.844,0,[],0,15
38,2005-05-08 17:08:24.328,0,[],0,27
39,2005-05-06 20:24:20.174,0,[],0,25
40,2005-04-21 23:39:52.471,0,[],0,10
41,2005-05-10 07:54:21.356,0,[],0,28
42,2005-04-29 22:44:52.849,0,[],0,17
43,2005-05-08 02:00:51.652,0,[],0,25
44,2005-05-11 05:19:55.144,0,[],0,28
45,2005-04-25 10:16:21.352,0,[],0,12
46,2005-04-24 13:37:20.953,0,[],0,11
47,2005-04-28 16:55:52.448,0,[],0,15
48,2005-04-22 23:27:22.253,0,[],0,9
49,2005-04-30 07:42:00.111,0,[],0,16
50,2005-04-23 12:40:52.470,0,[],0,9
51,2005-04-24 16:00:16.955,0,[],0,10
52,2005-05-02 19:17:19.788,0,[],0,18
53,2005-04-27 22:32:20.711,0,[],0,13
54,2005-05-03 01:48:22.216,0,[],0,18
