index,time_window,label,matched_eqs,total_eq,random_offset_days
0,2009-10-13 07:01:27.328,0,[],0,12
1,2009-10-20 10:17:20.187,0,[],0,19
2,2009-10-20 13:36:23.143,0,[],0,19
3,2009-10-07 16:52:53.175,0,[],0,6
4,2009-10-08 20:07:23.250,0,[],0,7
5,2009-10-13 23:20:53.302,0,[],0,12
6,2009-10-30 07:31:24.954,0,[],0,28
7,2009-10-09 10:47:50.588,0,[],0,7
8,2009-10-14 14:06:44.985,0,[],0,12
9,2009-10-25 17:22:53.575,0,[],0,23
10,2009-10-25 20:36:53.651,0,[],0,23
11,2009-10-16 23:50:53.893,0,[],0,14
12,2009-10-25 04:45:32.713,0,[],0,22
13,2009-10-29 08:01:50.043,0,[],0,26
14,2009-10-16 11:18:53.892,0,[],0,13
15,2009-10-26 14:37:22.919,0,[],0,23
16,2009-10-15 17:52:49.881,0,[],0,12
17,2009-10-15 21:06:54.052,0,[],0,12
18,2009-10-15 00:20:47.871,0,[],0,11
19,2009-10-22 06:53:26.505,0,[],0,18
20,2009-10-25 10:09:24.460,0,[],0,21
21,2009-10-21 13:28:53.320,0,[],0,17
22,2009-10-19 23:13:23.480,0,[],0,15
23,2009-11-02 07:26:43.514,0,[],0,28
24,2009-10-14 10:40:24.861,0,[],0,9
25,2009-11-01 13:58:51.031,0,[],0,27
26,2009-11-04 17:15:23.753,0,[],0,30
27,2009-10-13 09:31:22.467,0,[],0,7
28,2009-10-30 12:50:23.096,0,[],0,24
29,2009-10-14 16:07:53.150,0,[],0,8
30,2009-10-24 19:22:23.203,0,[],0,18
31,2009-10-24 22:35:53.255,1,"[{'lat': -16.575, 'long': 166.746, 'Time': Timestamp('2009-10-26 21:34:51'), 'mag': 5.1}]",1,18
32,2009-11-06 01:50:24.938,0,[],0,30
33,2009-11-04 05:07:32.291,0,[],0,28
34,2009-10-22 08:22:21.730,0,[],0,15
35,2009-11-02 11:41:23.718,0,[],0,26
36,2009-10-28 14:59:52.858,0,[],0,21
37,2009-10-28 18:14:51.036,0,[],0,21
38,2009-10-22 21:28:53.878,0,[],0,15
39,2009-11-01 00:42:52.793,0,[],0,24
40,2009-10-18 05:37:53.655,1,"[{'lat': -2.958, 'long': 68.061, 'Time': Timestamp('2009-10-18 14:14:04'), 'mag': 5.2}]",1,10
41,2009-10-15 08:52:51.052,0,[],0,7
42,2009-10-13 12:11:53.119,0,[],0,5
43,2009-10-15 15:29:49.714,0,[],0,7
44,2009-11-01 18:44:51.876,0,[],0,24
45,2009-11-05 21:58:23.279,0,[],0,28
46,2009-11-02 01:12:50.320,0,[],0,24
47,2009-10-14 06:07:54.262,0,[],0,5
48,2009-10-24 09:23:16.469,0,[],0,15
49,2009-11-06 12:42:23.521,0,[],0,28
50,2009-10-20 15:59:53.574,1,"[{'lat': -32.768, 'long': -71.762, 'Time': Timestamp('2009-10-21 12:40:19'), 'mag': 5.1}]",1,11
51,2009-10-31 19:14:53.628,0,[],0,22
52,2009-10-23 00:05:15.705,1,"[{'lat': 54.866, 'long': 162.219, 'Time': Timestamp('2009-10-23 20:00:09'), 'mag': 5.1}]",1,13
53,2009-11-04 04:59:53.308,0,[],0,25
54,2009-10-20 08:14:49.388,0,[],0,10
55,2009-10-28 11:33:23.895,0,[],0,18
56,2009-10-20 14:51:52.922,0,[],0,10
57,2009-10-28 18:07:21.213,0,[],0,18
58,2009-10-17 21:21:24.056,1,"[{'lat': -15.437, 'long': -172.976, 'Time': Timestamp('2009-10-19 07:41:38'), 'mag': 5.8}, {'lat': -15.293, 'long': -173.412, 'Time': Timestamp('2009-10-19 14:15:58'), 'mag': 5.1}]",2,7
59,2009-10-25 00:35:20.642,0,[],0,14
60,2009-10-17 05:29:55.600,1,"[{'lat': -2.958, 'long': 68.061, 'Time': Timestamp('2009-10-18 14:14:04'), 'mag': 5.2}]",1,6
61,2009-11-10 08:44:51.557,0,[],0,30
62,2009-11-07 12:04:23.297,0,[],0,27
63,2009-10-21 15:21:52.547,0,[],0,10
64,2009-11-03 23:27:53.483,0,[],0,23
65,2009-10-27 07:38:21.039,0,[],0,15
66,2009-11-09 11:56:23.724,0,[],0,26
67,2009-10-21 15:14:21.535,0,[],0,7
68,2009-10-22 21:43:20.749,0,[],0,8
