index,time_window,label,matched_eqs,total_eq,random_offset_days
0,2005-11-19 10:29:20.594,0,[],0,30
1,2005-11-13 13:50:19.867,0,[],0,24
2,2005-11-17 17:08:50.480,1,"[{'lat': -22.361, 'long': -67.895, 'Time': Timestamp('2005-11-17 19:26:54'), 'mag': 6.8}, {'lat': -22.361, 'long': -67.895, 'Time': Timestamp('2005-11-17 19:26:54'), 'mag': 6.8}, {'lat': 13.298, 'long': -89.069, 'Time': Timestamp('2005-11-18 03:15:46'), 'mag': 5.4}, {'lat': 13.298, 'long': -89.069, 'Time': Timestamp('2005-11-18 03:15:46'), 'mag': 5.4}, {'lat': 13.298, 'long': -89.069, 'Time': Timestamp('2005-11-18 03:15:46'), 'mag': 5.4}]",5,28
3,2005-11-15 20:24:52.441,0,[],0,26
4,2005-10-29 23:40:22.495,1,"[{'lat': -16.527, 'long': -172.776, 'Time': Timestamp('2005-10-30 13:08:18'), 'mag': 5.7}, {'lat': -16.554, 'long': -172.816, 'Time': Timestamp('2005-10-30 13:42:50'), 'mag': 5.0}, {'lat': -16.527, 'long': -172.776, 'Time': Timestamp('2005-10-30 13:08:18'), 'mag': 5.7}, {'lat': -16.554, 'long': -172.816, 'Time': Timestamp('2005-10-30 13:42:50'), 'mag': 5.0}, {'lat': -16.527, 'long': -172.776, 'Time': Timestamp('2005-10-30 13:08:18'), 'mag': 5.7}, {'lat': -16.554, 'long': -172.816, 'Time': Timestamp('2005-10-30 13:42:50'), 'mag': 5.0}]",6,9
5,2005-11-14 07:55:18.724,1,"[{'lat': -43.752, 'long': 41.601, 'Time': Timestamp('2005-11-14 12:57:30'), 'mag': 5.1}, {'lat': -43.752, 'long': 41.601, 'Time': Timestamp('2005-11-14 12:57:30'), 'mag': 5.1}]",2,24
6,2005-11-17 17:51:50.996,1,"[{'lat': 13.298, 'long': -89.069, 'Time': Timestamp('2005-11-18 03:15:46'), 'mag': 5.4}, {'lat': 13.298, 'long': -89.069, 'Time': Timestamp('2005-11-18 03:15:46'), 'mag': 5.4}, {'lat': 13.298, 'long': -89.069, 'Time': Timestamp('2005-11-18 03:15:46'), 'mag': 5.4}]",3,27
7,2005-11-07 21:07:21.931,1,"[{'lat': -15.271, 'long': -173.637, 'Time': Timestamp('2005-11-09 08:00:27'), 'mag': 5.4}, {'lat': -30.322, 'long': -177.968, 'Time': Timestamp('2005-11-09 00:22:28'), 'mag': 5.1}]",2,17
8,2005-11-04 00:22:50.321,1,"[{'lat': -12.763, 'long': 166.801, 'Time': Timestamp('2005-11-05 17:32:08'), 'mag': 5.1}, {'lat': -12.763, 'long': 166.801, 'Time': Timestamp('2005-11-05 17:32:08'), 'mag': 5.1}, {'lat': -12.763, 'long': 166.801, 'Time': Timestamp('2005-11-05 17:32:08'), 'mag': 5.1}, {'lat': -3.149, 'long': 148.143, 'Time': Timestamp('2005-11-05 10:48:21'), 'mag': 6.4}, {'lat': -3.149, 'long': 148.143, 'Time': Timestamp('2005-11-05 10:48:21'), 'mag': 6.4}, {'lat': -3.149, 'long': 148.143, 'Time': Timestamp('2005-11-05 10:48:21'), 'mag': 6.4}]",6,13
9,2005-11-09 08:38:22.120,1,"[{'lat': -46.941, 'long': 33.405, 'Time': Timestamp('2005-11-09 12:37:29'), 'mag': 5.0}, {'lat': -46.941, 'long': 33.405, 'Time': Timestamp('2005-11-09 12:37:29'), 'mag': 5.0}, {'lat': -52.662, 'long': 18.53, 'Time': Timestamp('2005-11-09 15:07:20'), 'mag': 5.0}, {'lat': -52.662, 'long': 18.53, 'Time': Timestamp('2005-11-09 15:07:20'), 'mag': 5.0}]",4,18
10,2005-11-17 11:57:22.088,0,[],0,26
11,2005-11-06 15:17:21.117,0,[],0,15
12,2005-11-08 18:34:50.736,0,[],0,17
13,2005-11-18 21:50:19.226,1,"[{'lat': 48.792, 'long': -128.598, 'Time': Timestamp('2005-11-19 12:40:04'), 'mag': 5.3}, {'lat': 48.792, 'long': -128.598, 'Time': Timestamp('2005-11-19 12:40:04'), 'mag': 5.3}, {'lat': 48.792, 'long': -128.598, 'Time': Timestamp('2005-11-19 12:40:04'), 'mag': 5.3}, {'lat': 53.843, 'long': -164.093, 'Time': Timestamp('2005-11-20 12:53:02'), 'mag': 6.2}, {'lat': 53.843, 'long': -164.093, 'Time': Timestamp('2005-11-20 12:53:02'), 'mag': 6.2}, {'lat': -30.015, 'long': -177.925, 'Time': Timestamp('2005-11-19 18:09:38'), 'mag': 5.2}, {'lat': -30.015, 'long': -177.925, 'Time': Timestamp('2005-11-19 18:09:38'), 'mag': 5.2}]",7,27
14,2005-11-20 01:05:51.165,1,"[{'lat': 46.459, 'long': 153.722, 'Time': Timestamp('2005-11-21 23:54:56'), 'mag': 5.1}, {'lat': 46.459, 'long': 153.722, 'Time': Timestamp('2005-11-21 23:54:56'), 'mag': 5.1}, {'lat': 46.459, 'long': 153.722, 'Time': Timestamp('2005-11-21 23:54:56'), 'mag': 5.1}, {'lat': -1.204, 'long': 137.198, 'Time': Timestamp('2005-11-21 07:12:44'), 'mag': 5.1}, {'lat': -6.958, 'long': 129.221, 'Time': Timestamp('2005-11-21 00:19:41'), 'mag': 5.5}, {'lat': -1.204, 'long': 137.198, 'Time': Timestamp('2005-11-21 07:12:44'), 'mag': 5.1}, {'lat': -6.958, 'long': 129.221, 'Time': Timestamp('2005-11-21 00:19:41'), 'mag': 5.5}]",7,28
15,2005-11-13 06:03:24.461,1,"[{'lat': -35.098, 'long': 78.667, 'Time': Timestamp('2005-11-13 09:47:32'), 'mag': 5.1}, {'lat': -35.098, 'long': 78.667, 'Time': Timestamp('2005-11-13 09:47:32'), 'mag': 5.1}, {'lat': -35.098, 'long': 78.667, 'Time': Timestamp('2005-11-13 09:47:32'), 'mag': 5.1}, {'lat': -43.752, 'long': 41.601, 'Time': Timestamp('2005-11-14 12:57:30'), 'mag': 5.1}]",4,21
16,2005-11-20 09:20:17.863,0,[],0,28
17,2005-10-31 12:41:22.494,0,[],0,8
18,2005-11-04 16:00:43.552,1,"[{'lat': -1.99, 'long': -80.331, 'Time': Timestamp('2005-11-05 09:11:03'), 'mag': 5.1}, {'lat': -1.99, 'long': -80.331, 'Time': Timestamp('2005-11-05 09:11:03'), 'mag': 5.1}, {'lat': -1.99, 'long': -80.331, 'Time': Timestamp('2005-11-05 09:11:03'), 'mag': 5.1}]",3,12
19,2005-11-04 19:17:21.140,0,[],0,12
20,2005-11-18 22:32:49.407,1,"[{'lat': 48.792, 'long': -128.598, 'Time': Timestamp('2005-11-19 12:40:04'), 'mag': 5.3}, {'lat': 53.843, 'long': -164.093, 'Time': Timestamp('2005-11-20 12:53:02'), 'mag': 6.2}, {'lat': 53.843, 'long': -164.093, 'Time': Timestamp('2005-11-20 12:53:02'), 'mag': 6.2}, {'lat': 53.843, 'long': -164.093, 'Time': Timestamp('2005-11-20 12:53:02'), 'mag': 6.2}, {'lat': -24.639, 'long': 179.575, 'Time': Timestamp('2005-11-20 04:57:43'), 'mag': 5.3}, {'lat': -24.639, 'long': 179.575, 'Time': Timestamp('2005-11-20 04:57:43'), 'mag': 5.3}, {'lat': -24.639, 'long': 179.575, 'Time': Timestamp('2005-11-20 04:57:43'), 'mag': 5.3}]",7,26
21,2005-11-03 01:48:49.472,1,"[{'lat': 49.851, 'long': 155.216, 'Time': Timestamp('2005-11-03 06:27:15'), 'mag': 5.0}, {'lat': 49.851, 'long': 155.216, 'Time': Timestamp('2005-11-03 06:27:15'), 'mag': 5.0}]",2,10
22,2005-11-02 05:08:00.486,0,[],0,9
23,2005-11-22 08:25:50.351,0,[],0,29
24,2005-10-29 11:44:52.871,0,[],0,5
25,2005-11-06 15:04:49.131,0,[],0,13
26,2005-11-21 18:22:22.979,0,[],0,28
27,2005-11-15 21:37:53.446,0,[],0,22
28,2005-10-30 00:53:52.064,0,[],0,5
29,2005-11-10 05:50:54.243,1,"[{'lat': 57.47, 'long': 120.586, 'Time': Timestamp('2005-11-10 19:29:54'), 'mag': 5.9}, {'lat': 57.47, 'long': 120.586, 'Time': Timestamp('2005-11-10 19:29:54'), 'mag': 5.9}]",2,16
30,2005-11-13 15:48:21.527,0,[],0,19
31,2005-11-07 19:05:18.154,1,"[{'lat': 12.323, 'long': -88.155, 'Time': Timestamp('2005-11-08 09:40:28'), 'mag': 5.1}]",1,13
32,2005-11-06 22:20:49.302,0,[],0,12
33,2005-11-24 01:36:23.462,1,"[{'lat': 5.905, 'long': 126.386, 'Time': Timestamp('2005-11-25 05:31:18'), 'mag': 5.8}, {'lat': -3.1, 'long': 130.328, 'Time': Timestamp('2005-11-24 20:28:56'), 'mag': 5.0}, {'lat': 5.905, 'long': 126.386, 'Time': Timestamp('2005-11-25 05:31:18'), 'mag': 5.8}, {'lat': -3.1, 'long': 130.328, 'Time': Timestamp('2005-11-24 20:28:56'), 'mag': 5.0}, {'lat': 5.905, 'long': 126.386, 'Time': Timestamp('2005-11-25 05:31:18'), 'mag': 5.8}, {'lat': -3.1, 'long': 130.328, 'Time': Timestamp('2005-11-24 20:28:56'), 'mag': 5.0}]",6,29
34,2005-11-06 04:55:27.501,1,"[{'lat': 9.959, 'long': 108.389, 'Time': Timestamp('2005-11-07 17:15:50'), 'mag': 5.2}, {'lat': 9.959, 'long': 108.389, 'Time': Timestamp('2005-11-07 17:15:50'), 'mag': 5.2}]",2,11
35,2005-11-17 08:13:22.354,0,[],0,22
36,2005-11-21 11:31:47.014,1,"[{'lat': -60.726, 'long': -25.319, 'Time': Timestamp('2005-11-22 13:21:23'), 'mag': 5.5}]",1,26
37,2005-11-18 14:52:22.705,0,[],0,23
38,2005-11-23 18:10:22.792,0,[],0,28
