index,time_window,label,matched_eqs,total_eq,random_offset_days
0,2005-01-27 07:14:56.282,0,[],0,26
1,2005-01-29 15:33:51.988,1,"[{'lat': -0.793, 'long': -81.065, 'Time': Timestamp('2005-01-30 07:06:49'), 'mag': 5.7}, {'lat': -0.793, 'long': -81.065, 'Time': Timestamp('2005-01-30 07:06:49'), 'mag': 5.7}, {'lat': -0.793, 'long': -81.065, 'Time': Timestamp('2005-01-30 07:06:49'), 'mag': 5.7}]",3,28
2,2005-01-15 18:51:22.823,0,[],0,14
3,2005-01-27 22:07:22.531,1,"[{'lat': -24.559, 'long': -176.064, 'Time': Timestamp('2005-01-29 02:03:40'), 'mag': 5.1}]",1,26
4,2005-01-29 01:23:19.939,1,"[{'lat': -4.776, 'long': 153.209, 'Time': Timestamp('2005-01-29 14:52:10'), 'mag': 5.0}, {'lat': -4.776, 'long': 153.209, 'Time': Timestamp('2005-01-29 14:52:10'), 'mag': 5.0}, {'lat': -4.776, 'long': 153.209, 'Time': Timestamp('2005-01-29 14:52:10'), 'mag': 5.0}, {'lat': -1.992, 'long': 126.628, 'Time': Timestamp('2005-01-29 11:50:51'), 'mag': 5.2}, {'lat': -1.992, 'long': 126.628, 'Time': Timestamp('2005-01-29 11:50:51'), 'mag': 5.2}, {'lat': -1.992, 'long': 126.628, 'Time': Timestamp('2005-01-29 11:50:51'), 'mag': 5.2}]",6,27
5,2005-01-15 12:42:22.825,0,[],0,9
6,2005-01-29 16:02:09.788,1,"[{'lat': -0.793, 'long': -81.065, 'Time': Timestamp('2005-01-30 07:06:49'), 'mag': 5.7}, {'lat': -0.793, 'long': -81.065, 'Time': Timestamp('2005-01-30 07:06:49'), 'mag': 5.7}, {'lat': -0.793, 'long': -81.065, 'Time': Timestamp('2005-01-30 07:06:49'), 'mag': 5.7}]",3,23
7,2005-01-12 19:18:48.814,0,[],0,6
8,2005-01-16 22:34:49.739,1,"[{'lat': -19.948, 'long': 168.514, 'Time': Timestamp('2005-01-18 04:26:54'), 'mag': 5.1}, {'lat': -19.948, 'long': 168.514, 'Time': Timestamp('2005-01-18 04:26:54'), 'mag': 5.1}, {'lat': -22.905, 'long': 179.037, 'Time': Timestamp('2005-01-18 21:20:32'), 'mag': 5.8}, {'lat': -19.948, 'long': 168.514, 'Time': Timestamp('2005-01-18 04:26:54'), 'mag': 5.1}, {'lat': -22.905, 'long': 179.037, 'Time': Timestamp('2005-01-18 21:20:32'), 'mag': 5.8}, {'lat': -41.46, 'long': 175.78, 'Time': Timestamp('2005-01-18 08:36:04'), 'mag': 5.2}, {'lat': -41.45, 'long': 175.78, 'Time': Timestamp('2005-01-18 09:26:00'), 'mag': 5.0}, {'lat': -22.905, 'long': 179.037, 'Time': Timestamp('2005-01-18 21:20:32'), 'mag': 5.8}, {'lat': -41.46, 'long': 175.78, 'Time': Timestamp('2005-01-18 08:36:04'), 'mag': 5.2}, {'lat': -41.45, 'long': 175.78, 'Time': Timestamp('2005-01-18 09:26:00'), 'mag': 5.0}, {'lat': -41.46, 'long': 175.78, 'Time': Timestamp('2005-01-18 08:36:04'), 'mag': 5.2}, {'lat': -41.45, 'long': 175.78, 'Time': Timestamp('2005-01-18 09:26:00'), 'mag': 5.0}]",12,10
9,2005-01-30 01:50:51.131,1,"[{'lat': 41.834, 'long': 143.643, 'Time': Timestamp('2005-01-31 09:39:47'), 'mag': 5.4}, {'lat': 41.834, 'long': 143.643, 'Time': Timestamp('2005-01-31 09:39:47'), 'mag': 5.4}, {'lat': 41.834, 'long': 143.643, 'Time': Timestamp('2005-01-31 09:39:47'), 'mag': 5.4}]",3,23
