index,time_window,label,matched_eqs,total_eq,random_offset_days
0,2006-10-29 20:38:49.072,0,[],0,28
1,2006-10-08 23:52:52.260,1,"[{'lat': -5.803, 'long': 154.025, 'Time': Timestamp('2006-10-09 11:00:29'), 'mag': 5.2}, {'lat': -10.019, 'long': 160.898, 'Time': Timestamp('2006-10-09 13:57:22'), 'mag': 5.1}, {'lat': -5.803, 'long': 154.025, 'Time': Timestamp('2006-10-09 11:00:29'), 'mag': 5.2}, {'lat': -10.019, 'long': 160.898, 'Time': Timestamp('2006-10-09 13:57:22'), 'mag': 5.1}, {'lat': -10.019, 'long': 160.898, 'Time': Timestamp('2006-10-09 13:57:22'), 'mag': 5.1}]",5,7
2,2006-10-13 08:03:15.720,0,[],0,11
3,2006-10-15 19:32:17.248,0,[],0,13
4,2006-10-16 22:45:52.635,1,"[{'lat': 63.1, 'long': -150.5432, 'Time': Timestamp('2006-10-17 14:37:52'), 'mag': 5.3}, {'lat': -16.156, 'long': -174.033, 'Time': Timestamp('2006-10-17 02:30:24'), 'mag': 5.0}, {'lat': -33.059, 'long': -179.043, 'Time': Timestamp('2006-10-17 03:16:24'), 'mag': 5.2}, {'lat': -17.263, 'long': 167.815, 'Time': Timestamp('2006-10-17 01:59:13'), 'mag': 5.1}, {'lat': -14.857, 'long': 172.174, 'Time': Timestamp('2006-10-17 02:36:35'), 'mag': 5.1}, {'lat': -15.053, 'long': 167.266, 'Time': Timestamp('2006-10-18 10:45:32'), 'mag': 6.4}, {'lat': -17.263, 'long': 167.815, 'Time': Timestamp('2006-10-17 01:59:13'), 'mag': 5.1}, {'lat': -14.857, 'long': 172.174, 'Time': Timestamp('2006-10-17 02:36:35'), 'mag': 5.1}, {'lat': -15.053, 'long': 167.266, 'Time': Timestamp('2006-10-18 10:45:32'), 'mag': 6.4}, {'lat': -17.263, 'long': 167.815, 'Time': Timestamp('2006-10-17 01:59:13'), 'mag': 5.1}, {'lat': -15.053, 'long': 167.266, 'Time': Timestamp('2006-10-18 10:45:32'), 'mag': 6.4}]",11,14
5,2006-10-13 02:00:23.872,1,"[{'lat': 46.454, 'long': 153.085, 'Time': Timestamp('2006-10-13 05:21:02'), 'mag': 5.0}, {'lat': 46.238, 'long': 153.277, 'Time': Timestamp('2006-10-13 13:47:39'), 'mag': 5.9}, {'lat': 46.217, 'long': 153.411, 'Time': Timestamp('2006-10-13 13:51:31'), 'mag': 5.1}, {'lat': 46.454, 'long': 153.085, 'Time': Timestamp('2006-10-13 05:21:02'), 'mag': 5.0}, {'lat': 46.238, 'long': 153.277, 'Time': Timestamp('2006-10-13 13:47:39'), 'mag': 5.9}, {'lat': 46.217, 'long': 153.411, 'Time': Timestamp('2006-10-13 13:51:31'), 'mag': 5.1}, {'lat': 46.454, 'long': 153.085, 'Time': Timestamp('2006-10-13 05:21:02'), 'mag': 5.0}, {'lat': 46.238, 'long': 153.277, 'Time': Timestamp('2006-10-13 13:47:39'), 'mag': 5.9}, {'lat': 46.217, 'long': 153.411, 'Time': Timestamp('2006-10-13 13:51:31'), 'mag': 5.1}]",9,10
6,2006-10-15 06:55:57.613,0,[],0,12
7,2006-10-14 10:11:22.466,0,[],0,11
8,2006-10-22 13:30:52.877,1,"[{'lat': -13.79, 'long': -14.574, 'Time': Timestamp('2006-10-24 03:04:28'), 'mag': 5.2}, {'lat': -13.79, 'long': -14.574, 'Time': Timestamp('2006-10-24 03:04:28'), 'mag': 5.2}, {'lat': -13.79, 'long': -14.574, 'Time': Timestamp('2006-10-24 03:04:28'), 'mag': 5.2}]",3,19
9,2006-10-29 16:47:57.775,1,"[{'lat': -1.392, 'long': -77.75, 'Time': Timestamp('2006-10-31 09:55:28'), 'mag': 5.4}, {'lat': -1.392, 'long': -77.75, 'Time': Timestamp('2006-10-31 09:55:28'), 'mag': 5.4}, {'lat': -15.204, 'long': -70.456, 'Time': Timestamp('2006-10-30 04:16:01'), 'mag': 5.5}, {'lat': -1.392, 'long': -77.75, 'Time': Timestamp('2006-10-31 09:55:28'), 'mag': 5.4}, {'lat': -15.204, 'long': -70.456, 'Time': Timestamp('2006-10-30 04:16:01'), 'mag': 5.5}, {'lat': -15.204, 'long': -70.456, 'Time': Timestamp('2006-10-30 04:16:01'), 'mag': 5.5}]",6,26
10,2006-10-15 20:02:22.983,0,[],0,12
11,2006-11-02 00:53:23.041,1,"[{'lat': 18.042, 'long': 145.57, 'Time': Timestamp('2006-11-03 02:30:24'), 'mag': 5.1}, {'lat': 18.042, 'long': 145.57, 'Time': Timestamp('2006-11-03 02:30:24'), 'mag': 5.1}, {'lat': 18.042, 'long': 145.57, 'Time': Timestamp('2006-11-03 02:30:24'), 'mag': 5.1}, {'lat': -5.381, 'long': 153.782, 'Time': Timestamp('2006-11-02 05:17:02'), 'mag': 5.3}, {'lat': -5.381, 'long': 153.782, 'Time': Timestamp('2006-11-02 05:17:02'), 'mag': 5.3}]",5,29
12,2006-10-22 14:01:52.323,1,"[{'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -25.813, 'long': -70.855, 'Time': Timestamp('2006-10-22 23:29:08'), 'mag': 5.4}]",4,18
13,2006-11-03 23:46:22.482,0,[],0,30
14,2006-10-25 07:57:26.903,0,[],0,20
15,2006-10-26 21:02:46.927,0,[],0,21
16,2006-10-19 06:49:22.411,0,[],0,13
17,2006-10-19 10:05:18.591,0,[],0,13
18,2006-11-03 13:24:22.099,1,"[{'lat': -0.962, 'long': -23.563, 'Time': Timestamp('2006-11-05 10:05:28'), 'mag': 5.1}, {'lat': -0.962, 'long': -23.563, 'Time': Timestamp('2006-11-05 10:05:28'), 'mag': 5.1}]",2,28
19,2006-10-22 16:41:51.572,1,"[{'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -25.813, 'long': -70.855, 'Time': Timestamp('2006-10-22 23:29:08'), 'mag': 5.4}, {'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -25.813, 'long': -70.855, 'Time': Timestamp('2006-10-22 23:29:08'), 'mag': 5.4}, {'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}]",5,16
20,2006-10-12 19:56:22.205,0,[],0,6
21,2006-10-15 23:10:22.258,1,"[{'lat': 63.1, 'long': -150.5432, 'Time': Timestamp('2006-10-17 14:37:52'), 'mag': 5.3}, {'lat': 63.1, 'long': -150.5432, 'Time': Timestamp('2006-10-17 14:37:52'), 'mag': 5.3}, {'lat': -16.156, 'long': -174.033, 'Time': Timestamp('2006-10-17 02:30:24'), 'mag': 5.0}, {'lat': -16.156, 'long': -174.033, 'Time': Timestamp('2006-10-17 02:30:24'), 'mag': 5.0}, {'lat': -30.431, 'long': -177.91, 'Time': Timestamp('2006-10-15 23:50:12'), 'mag': 5.0}, {'lat': -16.156, 'long': -174.033, 'Time': Timestamp('2006-10-17 02:30:24'), 'mag': 5.0}, {'lat': -30.431, 'long': -177.91, 'Time': Timestamp('2006-10-15 23:50:12'), 'mag': 5.0}, {'lat': -33.059, 'long': -179.043, 'Time': Timestamp('2006-10-17 03:16:24'), 'mag': 5.2}, {'lat': -30.431, 'long': -177.91, 'Time': Timestamp('2006-10-15 23:50:12'), 'mag': 5.0}, {'lat': -33.059, 'long': -179.043, 'Time': Timestamp('2006-10-17 03:16:24'), 'mag': 5.2}, {'lat': -17.263, 'long': 167.815, 'Time': Timestamp('2006-10-17 01:59:13'), 'mag': 5.1}, {'lat': -14.857, 'long': 172.174, 'Time': Timestamp('2006-10-17 02:36:35'), 'mag': 5.1}, {'lat': -17.263, 'long': 167.815, 'Time': Timestamp('2006-10-17 01:59:13'), 'mag': 5.1}, {'lat': -14.857, 'long': 172.174, 'Time': Timestamp('2006-10-17 02:36:35'), 'mag': 5.1}, {'lat': -17.263, 'long': 167.815, 'Time': Timestamp('2006-10-17 01:59:13'), 'mag': 5.1}, {'lat': -14.857, 'long': 172.174, 'Time': Timestamp('2006-10-17 02:36:35'), 'mag': 5.1}, {'lat': -50.778, 'long': 162.161, 'Time': Timestamp('2006-10-16 00:35:33'), 'mag': 5.8}, {'lat': -50.778, 'long': 162.161, 'Time': Timestamp('2006-10-16 00:35:33'), 'mag': 5.8}]",18,9
22,2006-10-23 08:58:56.269,1,"[{'lat': 40.424, 'long': 29.107, 'Time': Timestamp('2006-10-24 14:00:21'), 'mag': 5.0}, {'lat': 40.424, 'long': 29.107, 'Time': Timestamp('2006-10-24 14:00:21'), 'mag': 5.0}, {'lat': 40.424, 'long': 29.107, 'Time': Timestamp('2006-10-24 14:00:21'), 'mag': 5.0}]",3,16
23,2006-10-26 12:15:52.473,1,"[{'lat': 38.649, 'long': 15.39, 'Time': Timestamp('2006-10-26 14:28:37'), 'mag': 5.8}, {'lat': 38.649, 'long': 15.39, 'Time': Timestamp('2006-10-26 14:28:37'), 'mag': 5.8}, {'lat': -55.527, 'long': -26.582, 'Time': Timestamp('2006-10-26 14:43:33'), 'mag': 5.2}]",3,19
24,2006-11-02 15:34:25.708,0,[],0,26
25,2006-11-02 18:49:51.119,1,"[{'lat': 15.88, 'long': -94.144, 'Time': Timestamp('2006-11-02 23:54:45'), 'mag': 5.0}, {'lat': 15.88, 'long': -94.144, 'Time': Timestamp('2006-11-02 23:54:45'), 'mag': 5.0}, {'lat': 15.88, 'long': -94.144, 'Time': Timestamp('2006-11-02 23:54:45'), 'mag': 5.0}]",3,26
26,2006-10-23 22:03:22.265,1,"[{'lat': -19.189, 'long': -175.918, 'Time': Timestamp('2006-10-25 09:17:46'), 'mag': 5.0}, {'lat': -19.189, 'long': -175.918, 'Time': Timestamp('2006-10-25 09:17:46'), 'mag': 5.0}, {'lat': -19.189, 'long': -175.918, 'Time': Timestamp('2006-10-25 09:17:46'), 'mag': 5.0}, {'lat': -61.811, 'long': 160.623, 'Time': Timestamp('2006-10-25 05:24:55'), 'mag': 5.0}]",4,16
27,2006-10-28 01:17:46.123,1,"[{'lat': -5.824, 'long': 153.97, 'Time': Timestamp('2006-10-28 20:55:37'), 'mag': 5.2}, {'lat': -5.824, 'long': 153.97, 'Time': Timestamp('2006-10-28 20:55:37'), 'mag': 5.2}, {'lat': -5.824, 'long': 153.97, 'Time': Timestamp('2006-10-28 20:55:37'), 'mag': 5.2}, {'lat': 29.366, 'long': 140.197, 'Time': Timestamp('2006-10-29 08:31:44'), 'mag': 5.6}, {'lat': 29.366, 'long': 140.197, 'Time': Timestamp('2006-10-29 08:31:44'), 'mag': 5.6}, {'lat': 29.366, 'long': 140.197, 'Time': Timestamp('2006-10-29 08:31:44'), 'mag': 5.6}, {'lat': 3.921, 'long': 126.438, 'Time': Timestamp('2006-10-29 10:04:15'), 'mag': 5.2}]",7,20
28,2006-11-07 12:28:52.453,1,"[{'lat': -56.135, 'long': -25.489, 'Time': Timestamp('2006-11-07 17:19:48'), 'mag': 5.2}, {'lat': -55.849, 'long': -27.147, 'Time': Timestamp('2006-11-07 16:16:05'), 'mag': 5.0}, {'lat': -56.135, 'long': -25.489, 'Time': Timestamp('2006-11-07 17:19:48'), 'mag': 5.2}, {'lat': -56.983, 'long': -23.661, 'Time': Timestamp('2006-11-08 15:57:28'), 'mag': 5.2}, {'lat': 0.828, 'long': -28.256, 'Time': Timestamp('2006-11-08 23:15:59'), 'mag': 5.0}, {'lat': 0.828, 'long': -28.256, 'Time': Timestamp('2006-11-08 23:15:59'), 'mag': 5.0}]",6,21
29,2006-10-23 15:46:51.703,1,"[{'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}, {'lat': -21.855, 'long': -65.595, 'Time': Timestamp('2006-10-23 21:00:42'), 'mag': 5.8}]",3,6
30,2006-10-29 19:01:48.330,0,[],0,12
31,2006-11-12 22:15:53.573,1,"[{'lat': -17.833, 'long': -178.417, 'Time': Timestamp('2006-11-13 11:56:39'), 'mag': 5.5}, {'lat': -37.46, 'long': 178.9, 'Time': Timestamp('2006-11-14 19:58:10'), 'mag': 5.0}, {'lat': -37.46, 'long': 178.9, 'Time': Timestamp('2006-11-14 19:58:10'), 'mag': 5.0}]",3,26
