index,time_window,label,matched_eqs,total_eq
0,2005-07-01 06:15:54.387,1,"[{'lat': 13.849, 'long': 93.607, 'Time': Timestamp('2005-07-02 18:12:21'), 'mag': 5.1}, {'lat': 13.849, 'long': 93.607, 'Time': Timestamp('2005-07-02 18:12:21'), 'mag': 5.1}, {'lat': 13.849, 'long': 93.607, 'Time': Timestamp('2005-07-02 18:12:21'), 'mag': 5.1}]",3
1,2005-07-01 09:32:51.774,0,[],0
2,2005-07-02 06:59:24.892,0,[],0
3,2005-07-02 10:16:52.301,0,[],0
4,2005-07-02 13:37:47.479,0,[],0
5,2005-07-02 16:56:54.955,0,[],0
6,2005-07-02 20:12:52.821,0,[],0
7,2005-07-02 23:28:22.874,0,[],0
8,2005-07-03 07:42:55.308,1,"[{'lat': -42.283, 'long': 42.37, 'Time': Timestamp('2005-07-04 11:36:05'), 'mag': 6.3}]",1
9,2005-07-03 11:00:48.610,0,[],0
10,2005-07-03 14:21:50.310,1,"[{'lat': -27.006, 'long': -63.267, 'Time': Timestamp('2005-07-04 21:59:10'), 'mag': 5.1}, {'lat': -27.006, 'long': -63.267, 'Time': Timestamp('2005-07-04 21:59:10'), 'mag': 5.1}, {'lat': -27.006, 'long': -63.267, 'Time': Timestamp('2005-07-04 21:59:10'), 'mag': 5.1}]",3
11,2005-07-04 00:11:22.278,0,[],0
12,2005-07-04 08:26:19.947,1,"[{'lat': -42.283, 'long': 42.37, 'Time': Timestamp('2005-07-04 11:36:05'), 'mag': 6.3}, {'lat': -42.283, 'long': 42.37, 'Time': Timestamp('2005-07-04 11:36:05'), 'mag': 6.3}, {'lat': -42.283, 'long': 42.37, 'Time': Timestamp('2005-07-04 11:36:05'), 'mag': 6.3}]",3
13,2005-07-04 11:45:04.756,0,[],0
14,2005-07-04 15:05:17.400,1,"[{'lat': -27.006, 'long': -63.267, 'Time': Timestamp('2005-07-04 21:59:10'), 'mag': 5.1}]",1
15,2005-07-04 23:15:52.656,1,"[{'lat': -32.454, 'long': -178.375, 'Time': Timestamp('2005-07-05 23:46:52'), 'mag': 5.2}, {'lat': -32.454, 'long': -178.375, 'Time': Timestamp('2005-07-05 23:46:52'), 'mag': 5.2}, {'lat': -32.454, 'long': -178.375, 'Time': Timestamp('2005-07-05 23:46:52'), 'mag': 5.2}]",3
16,2005-07-05 02:32:21.460,1,"[{'lat': 52.948, 'long': 162.637, 'Time': Timestamp('2005-07-06 17:58:38'), 'mag': 5.0}, {'lat': 56.068, 'long': 164.605, 'Time': Timestamp('2005-07-07 02:17:05'), 'mag': 5.6}, {'lat': 52.948, 'long': 162.637, 'Time': Timestamp('2005-07-06 17:58:38'), 'mag': 5.0}, {'lat': 56.068, 'long': 164.605, 'Time': Timestamp('2005-07-07 02:17:05'), 'mag': 5.6}, {'lat': 52.948, 'long': 162.637, 'Time': Timestamp('2005-07-06 17:58:38'), 'mag': 5.0}, {'lat': 56.068, 'long': 164.605, 'Time': Timestamp('2005-07-07 02:17:05'), 'mag': 5.6}, {'lat': 39.67, 'long': 143.104, 'Time': Timestamp('2005-07-05 20:10:41'), 'mag': 5.1}]",7
17,2005-07-05 05:51:24.840,1,"[{'lat': 3.958, 'long': 93.422, 'Time': Timestamp('2005-07-05 21:36:18'), 'mag': 5.6}, {'lat': 3.958, 'long': 93.422, 'Time': Timestamp('2005-07-05 21:36:18'), 'mag': 5.6}]",2
18,2005-07-05 09:09:52.450,0,[],0
19,2005-07-05 12:28:52.873,0,[],0
20,2005-07-05 17:27:23.814,1,"[{'lat': -35.79, 'long': -102.807, 'Time': Timestamp('2005-07-06 06:22:32'), 'mag': 5.9}, {'lat': -35.79, 'long': -102.807, 'Time': Timestamp('2005-07-06 06:22:32'), 'mag': 5.9}]",2
